"","Exp","Dist","Dia","Turno","Long","Lat","TipVeh","Sexo","Edad","TipPer","Vict","gravedad","TipAcc"
"2218","2018S001781    ","Sarrià-Sant Gervasi","Dilluns","Matí",2.143125,41.40521,"Motocicleta","Home",24,"Conductor","Ferit lleu: Amb assistència sanitària en lloc d'accident",0,"Caiguda (dues rodes)"
"2219","2018S001781    ","Sarrià-Sant Gervasi","Dilluns","Matí",2.143125,41.40521,"Motocicleta","Home",24,"Conductor","Ferit lleu: Amb assistència sanitària en lloc d'accident",0,"Abast"
"2220","2018S001782    ","Sants-Montjuïc","Dilluns","Matí",2.135294,41.365972,"Motocicleta","Dona",49,"Conductor","Ferit lleu: Amb assistència sanitària en lloc d'accident",0,"Abast"
"2221","2018S001783    ","Eixample","Dissabte","Matí",2.176891,41.400562,"Motocicleta","Home",45,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Abast"
"2222","2018S001783    ","Eixample","Dissabte","Matí",2.176891,41.400562,"Motocicleta","Dona",37,"Conductor","Ferit lleu: Amb assistència sanitària en lloc d'accident",0,"Abast"
"2223","2018S001784    ","Eixample","Dilluns","Matí",2.163105,41.385547,"Bicicleta","Home",33,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Col.lisió fronto-lateral"
"2224","2018S001784    ","Eixample","Dilluns","Matí",2.163105,41.385547,"Bicicleta","Home",33,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Altres"
"2225","2018S001784    ","Eixample","Dilluns","Matí",2.163105,41.385547,"Motocicleta","Dona",25,"Conductor","Ferit lleu: Amb assistència sanitària en lloc d'accident",0,"Col.lisió fronto-lateral"
"2226","2018S001784    ","Eixample","Dilluns","Matí",2.163105,41.385547,"Motocicleta","Dona",25,"Conductor","Ferit lleu: Amb assistència sanitària en lloc d'accident",0,"Altres"
"2227","2018S001785    ","Eixample","Dilluns","Matí",2.181457,41.404887,"Motocicleta","Home",31,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Abast"
"2228","2018S001785    ","Eixample","Dilluns","Matí",2.181457,41.404887,"Motocicleta","Home",31,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Caiguda (dues rodes)"
"2229","2018S001785    ","Eixample","Dilluns","Matí",2.181457,41.404887,"Motocicleta","Home",31,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Altres"
"2230","2018S001785    ","Eixample","Dilluns","Matí",2.181457,41.404887,"Motocicleta","Home",56,"Conductor","Ferit lleu: Amb assistència sanitària en lloc d'accident",0,"Abast"
"2231","2018S001785    ","Eixample","Dilluns","Matí",2.181457,41.404887,"Motocicleta","Home",56,"Conductor","Ferit lleu: Amb assistència sanitària en lloc d'accident",0,"Caiguda (dues rodes)"
"2232","2018S001785    ","Eixample","Dilluns","Matí",2.181457,41.404887,"Motocicleta","Home",56,"Conductor","Ferit lleu: Amb assistència sanitària en lloc d'accident",0,"Altres"
"2233","2018S001786    ","Sarrià-Sant Gervasi","Dilluns","Matí",2.113402,41.400291,"Cotxe","Home",62,"Conductor","Ferit lleu: Amb assistència sanitària en lloc d'accident",0,"Abast"
"2234","2018S001786    ","Sarrià-Sant Gervasi","Dilluns","Matí",2.113402,41.400291,"Cotxe","Dona",60,"Conductor","Ferit lleu: Amb assistència sanitària en lloc d'accident",0,"Abast"
"2235","2018S001787    ","Sarrià-Sant Gervasi","Dilluns","Matí",2.146827,41.405615,"Cotxe","Home",34,"Conductor","Ferit lleu: Amb assistència sanitària en lloc d'accident",0,"Abast"
"2236","2018S001788    ","Horta-Guinardó","Dilluns","Matí",2.140681,41.424731,"Motocicleta","Dona",29,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Caiguda (dues rodes)"
"2237","2018S001789    ","Sarrià-Sant Gervasi","Dilluns","Matí",2.151104,41.396412,"Motocicleta","Dona",33,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Abast"
"2238","2018S001791    ","Sants-Montjuïc","Dilluns","Matí",2.117502,41.330028,"Altres","Home",52,"Vianant","Ferit lleu: Hospitalització fins a 24h",0,"Atropellament"
"2239","2018S001792    ","Ciutat Vella","Dilluns","Matí",2.172474,41.374996,"Motocicleta","Dona",42,"Conductor","Ferit lleu: Amb assistència sanitària en lloc d'accident",0,"Abast"
"2240","2018S001793    ","Eixample","Dilluns","Matí",2.171443,41.39927,"Motocicleta","Home",59,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Abast"
"2241","2018S001795    ","Eixample","Dilluns","Tarda",2.15848,41.389038,"Motocicleta","Home",26,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Caiguda (dues rodes)"
"2242","2018S001796    ","Eixample","Dilluns","Tarda",2.180011,41.405225,"Motocicleta","Dona",42,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Col.lisió fronto-lateral"
"2243","2018S001797    ","Eixample","Dilluns","Tarda",2.153949,41.390746,"Motocicleta","Home",33,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Caiguda (dues rodes)"
"2244","2018S001798    ","Eixample","Dilluns","Tarda",2.166182,41.389611,"Motocicleta","Home",38,"Conductor","Ferit lleu: Amb assistència sanitària en lloc d'accident",0,"Abast"
"2245","2018S001799    ","Sants-Montjuïc","Dilluns","Tarda",2.173302,41.368502,"Motocicleta","Home",58,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Col.lisió lateral"
"2246","2018S001800    ","Sant Andreu","Dilluns","Tarda",2.200549,41.442783,"Cotxe","Home",22,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Abast"
"2247","2018S001801    ","Sant Martí","Dilluns","Tarda",2.179185,41.409992,"Motocicleta","Home",33,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Abast"
"2248","2018S001802    ","Eixample","Dilluns","Matí",2.168621,41.393285,"Motocicleta","Home",45,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Caiguda (dues rodes)"
"2249","2018S001803    ","Les Corts","Dilluns","Tarda",2.133115,41.388809,"Cotxe","Home",36,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Col.lisió lateral"
"2250","2018S001804    ","Sant Andreu","Dilluns","Tarda",2.183518,41.432627,"Bicicleta","Home",29,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Col.lisió lateral"
"2251","2018S001805    ","Sant Martí","Dilluns","Tarda",2.196809,41.39075,"Autobús","Dona",75,"Passatger","Ferit lleu: Amb assistència sanitària en lloc d'accident",0,"Caiguda interior vehicle"
"2252","2018S001805    ","Sant Martí","Dilluns","Tarda",2.196809,41.39075,"Autobús","Home",3,"Passatger","Ferit lleu: Amb assistència sanitària en lloc d'accident",0,"Caiguda interior vehicle"
"2253","2018S001805    ","Sant Martí","Dilluns","Tarda",2.196809,41.39075,"Autobús","Dona",70,"Passatger","Ferit lleu: Hospitalització fins a 24h",0,"Caiguda interior vehicle"
"2254","2018S001806    ","Sarrià-Sant Gervasi","Dilluns","Tarda",2.131426,41.414127,"Cotxe","Home",39,"Conductor","Ferit lleu: Amb assistència sanitària en lloc d'accident",0,"Abast"
"2255","2018S001807    ","Eixample","Dilluns","Tarda",2.160748,41.390739,"Motocicleta","Home",35,"Vianant","Ferit lleu: Hospitalització fins a 24h",0,"Atropellament"
"2256","2018S001807    ","Eixample","Dilluns","Tarda",2.160748,41.390739,"Motocicleta","Home",38,"Conductor","Ferit lleu: Amb assistència sanitària en lloc d'accident",0,"Atropellament"
"2257","2018S001808    ","Sants-Montjuïc","Dimarts","Matí",2.153533,41.372451,"Motocicleta","Home",61,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Abast"
"2258","2018S001809    ","Sants-Montjuïc","Dimarts","Matí",2.174158,41.370173,"Motocicleta","Home",34,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Abast"
"2259","2018S001810    ","Sant Martí","Dimarts","Matí",2.19895,41.411541,"Cotxe","Dona",57,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Col.lisió lateral"
"2260","2018S001811    ","Sants-Montjuïc","Dimarts","Matí",2.160794,41.355823,"Cotxe","Home",27,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Abast"
"2261","2018S001811    ","Sants-Montjuïc","Dimarts","Matí",2.160794,41.355823,"Cotxe","Dona",29,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Abast"
"2262","2018S001812    ","Sarrià-Sant Gervasi","Dimarts","Matí",2.149226,41.398169,"Motocicleta","Home",43,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Caiguda (dues rodes)"
"2263","2018S001814    ","Ciutat Vella","Dimarts","Matí",2.17724,41.374806,"Motocicleta","Home",27,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Col.lisió lateral"
"2264","2018S001816    ","Sant Martí","Dimarts","Matí",2.19141,41.406811,"Altres","Dona",80,"Vianant","Ferit lleu: Hospitalització fins a 24h",0,"Atropellament"
"2265","2018S001817    ","Sant Andreu","Dimarts","Matí",2.183701,41.430004,"Motocicleta","Dona",27,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Abast"
"2266","2018S001818    ","Nou Barris","Dimarts","Matí",2.174534,41.443839,"Motocicleta","Dona",60,"Vianant","Ferit greu: hospitalització superior a 24h",1,"Atropellament"
"2267","2018S001819    ","Sant Martí","Dimarts","Matí",2.192323,41.404493,"Bicicleta","Dona",75,"Vianant","Ferit lleu: Hospitalització fins a 24h",0,"Atropellament"
"2268","2018S001820    ","Ciutat Vella","Dimarts","Matí",2.178021,41.376113,"Autobús","Home",40,"Vianant","Ferit greu: hospitalització superior a 24h",1,"Atropellament"
"2269","2018S001821    ","Eixample","Dimarts","Matí",2.168636,41.396713,"Motocicleta","Home",28,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Col.lisió lateral"
"2270","2018S001821    ","Eixample","Dimarts","Matí",2.168636,41.396713,"Motocicleta","Home",57,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Col.lisió lateral"
"2271","2018S001822    ","Sant Martí","Dimarts","Matí",2.187557,41.391081,"Bicicleta","Dona",69,"Vianant","Ferit lleu: Amb assistència sanitària en lloc d'accident",0,"Atropellament"
"2272","2018S001823    ","Gràcia","Dimarts","Matí",2.164669,41.402775,"Cotxe","Home",52,"Conductor","Ferit lleu: Amb assistència sanitària en lloc d'accident",0,"Abast"
"2273","2018S001823    ","Gràcia","Dimarts","Matí",2.164669,41.402775,"Cotxe","Home",63,"Conductor","Ferit lleu: Amb assistència sanitària en lloc d'accident",0,"Abast"
"2274","2018S001823    ","Gràcia","Dimarts","Matí",2.164669,41.402775,"Motocicleta","Home",82,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Abast"
"2275","2018S001824    ","Sarrià-Sant Gervasi","Dimarts","Matí",2.122895,41.407801,"Cotxe","Dona",36,"Passatger","Ferit lleu: Hospitalització fins a 24h",0,"Abast"
"2276","2018S001824    ","Sarrià-Sant Gervasi","Dimarts","Matí",2.122895,41.407801,"Cotxe","Dona",38,"Passatger","Ferit lleu: Hospitalització fins a 24h",0,"Abast"
"2277","2018S001825    ","Horta-Guinardó","Dimarts","Matí",2.166493,41.411838,"Motocicleta","Home",57,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Abast"
"2278","2018S001826    ","Sarrià-Sant Gervasi","Dimarts","Matí",2.122419,41.407527,"Motocicleta","Dona",56,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Col.lisió lateral"
"2279","2018S001827    ","Sant Martí","Dimarts","Tarda",2.194517,41.389066,"Motocicleta","Home",52,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Abast"
"2280","2018S001828    ","Sant Martí","Dimarts","Tarda",2.187994,41.3923,"Motocicleta","Home",42,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Col.lisió fronto-lateral"
"2281","2018S001829    ","Nou Barris","Dimarts","Tarda",2.185996,41.442836,"Motocicleta","Home",38,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Col.lisió lateral"
"2282","2018S001830    ","Eixample","Dimarts","Tarda",2.16187,41.389891,"Motocicleta","Home",25,"Conductor","Ferit lleu: Amb assistència sanitària en lloc d'accident",0,"Col.lisió lateral"
"2283","2018S001831    ","Sant Martí","Dimarts","Tarda",2.204802,41.394387,"Motocicleta","Home",46,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Caiguda (dues rodes)"
"2284","2018S001833    ","Eixample","Dimarts","Tarda",2.166376,41.393276,"Motocicleta","Home",24,"Conductor","Ferit lleu: Amb assistència sanitària en lloc d'accident",0,"Caiguda (dues rodes)"
"2285","2018S001835    ","Horta-Guinardó","Dimarts","Tarda",2.144509,41.430313,"Cotxe","Home",37,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Col.lisió lateral"
"2286","2018S001835    ","Horta-Guinardó","Dimarts","Tarda",2.144509,41.430313,"Cotxe","Home",37,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Abast"
"2287","2018S001835    ","Horta-Guinardó","Dimarts","Tarda",2.144509,41.430313,"Motocicleta","Home",40,"Conductor","Ferit lleu: Amb assistència sanitària en lloc d'accident",0,"Col.lisió lateral"
"2288","2018S001835    ","Horta-Guinardó","Dimarts","Tarda",2.144509,41.430313,"Motocicleta","Home",40,"Conductor","Ferit lleu: Amb assistència sanitària en lloc d'accident",0,"Abast"
"2289","2018S001836    ","Eixample","Dimarts","Tarda",2.142618,41.385495,"Motocicleta","Home",53,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Col.lisió fronto-lateral"
"2290","2018S001837    ","Sant Martí","Dimarts","Tarda",2.190088,41.402834,"Motocicleta","Home",63,"Conductor","Ferit lleu: Amb assistència sanitària en lloc d'accident",0,"Col.lisió lateral"
"2291","2018S001838    ","Nou Barris","Dimarts","Tarda",2.172705,41.430217,"Motocicleta","Home",42,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Caiguda (dues rodes)"
"2292","2018S001839    ","Sants-Montjuïc","Dimarts","Tarda",2.154301,41.37261,"Motocicleta","Home",48,"Conductor","Ferit greu: hospitalització superior a 24h",1,"Col.lisió lateral"
"2293","2018S001840    ","Eixample","Dimarts","Tarda",2.181343,41.397326,"Motocicleta","Home",68,"Conductor","Ferit lleu: Amb assistència sanitària en lloc d'accident",0,"Col.lisió lateral"
"2294","2018S001841    ","Eixample","Dimarts","Nit",2.153952,41.383936,"Cotxe","Home",40,"Conductor","Ferit lleu: Amb assistència sanitària en lloc d'accident",0,"Col.lisió lateral"
"2295","2018S001842    ","Ciutat Vella","Dimarts","Tarda",2.179574,41.37846,"Bicicleta","Home",44,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Col.lisió frontal"
"2296","2018S001843    ","Eixample","Dimarts","Nit",2.166369,41.394987,"Motocicleta","Dona",28,"Conductor","Ferit lleu: Amb assistència sanitària en lloc d'accident",0,"Col.lisió lateral"
"2297","2018S001844    ","Eixample","Dimarts","Tarda",2.168217,41.398713,"Motocicleta","Dona",30,"Vianant","Ferit lleu: Hospitalització fins a 24h",0,"Atropellament"
"2298","2018S001845    ","Sarrià-Sant Gervasi","Dimarts","Nit",2.135765,41.392321,"Motocicleta","Dona",47,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Col.lisió fronto-lateral"
"2299","2018S001846    ","Eixample","Dimecres","Matí",2.167508,41.397568,"Bicicleta","Home",22,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Col.lisió lateral"
"2300","2018S001847    ","Sarrià-Sant Gervasi","Dimecres","Matí",2.152197,41.394927,"Motocicleta","Dona",38,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Caiguda (dues rodes)"
"2301","2018S001847    ","Sarrià-Sant Gervasi","Dimecres","Matí",2.152197,41.394927,"Motocicleta","Dona",38,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Abast"
"2302","2018S001847    ","Sarrià-Sant Gervasi","Dimecres","Matí",2.152197,41.394927,"Motocicleta","Dona",38,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Altres"
"2303","2018S001848    ","Sant Martí","Dimecres","Matí",2.218559,41.410976,"Motocicleta","Dona",42,"Conductor","Ferit lleu: Amb assistència sanitària en lloc d'accident",0,"Abast"
"2304","2018S001849    ","Sarrià-Sant Gervasi","Dimecres","Matí",2.136493,41.414757,"Motocicleta","Home",40,"Conductor","Ferit lleu: Amb assistència sanitària en lloc d'accident",0,"Col.lisió lateral"
"2305","2018S001850    ","Sarrià-Sant Gervasi","Dimecres","Matí",2.125662,41.410373,"Motocicleta","Home",32,"Conductor","Ferit lleu: Amb assistència sanitària en lloc d'accident",0,"Col.lisió fronto-lateral"
"2306","2018S001851    ","Gràcia","Dimecres","Matí",2.141167,41.417083,"Motocicleta","Dona",26,"Conductor","Ferit lleu: Amb assistència sanitària en lloc d'accident",0,"Abast"
"2307","2018S001851    ","Gràcia","Dimecres","Matí",2.141167,41.417083,"Motocicleta","Dona",26,"Conductor","Ferit lleu: Amb assistència sanitària en lloc d'accident",0,"Caiguda (dues rodes)"
"2308","2018S001852    ","Sant Martí","Dimecres","Matí",2.194697,41.41453,"Motocicleta","Dona",46,"Conductor","Ferit greu: hospitalització superior a 24h",1,"Caiguda (dues rodes)"
"2309","2018S001853    ","Ciutat Vella","Dimecres","Matí",2.185854,41.385588,"Motocicleta","Home",55,"Conductor","Ferit lleu: Amb assistència sanitària en lloc d'accident",0,"Col.lisió lateral"
"2310","2018S001854    ","Eixample","Dimecres","Matí",2.176552,41.399241,"Bicicleta","Home",39,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Col.lisió fronto-lateral"
"2311","2018S001855    ","Sant Martí","Dimecres","Matí",2.190416,41.400722,"Motocicleta","Dona",25,"Conductor","Ferit lleu: Amb assistència sanitària en lloc d'accident",0,"Col.lisió lateral"
"2312","2018S001856    ","Les Corts","Dimecres","Matí",2.135191,41.386879,"Motocicleta","Home",47,"Conductor","Ferit lleu: Rebutja assistència sanitària",0,"Col.lisió lateral"
"2313","2018S001857    ","Eixample","Dimecres","Matí",2.173277,41.393182,"Motocicleta","Dona",85,"Vianant","Ferit lleu: Hospitalització fins a 24h",0,"Atropellament"
"2314","2018S001859    ","Eixample","Dimecres","Tarda",2.161612,41.384088,"Autobús","Dona",66,"Passatger","Ferit lleu: Amb assistència sanitària en lloc d'accident",0,"Caiguda interior vehicle"
"2315","2018S001860    ","Nou Barris","Dimecres","Tarda",2.17597,41.441978,"Motocicleta","Dona",36,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Caiguda (dues rodes)"
"2316","2018S001862    ","Les Corts","Dimecres","Tarda",2.109733,41.393843,"Motocicleta","Home",43,"Conductor","Ferit lleu: Amb assistència sanitària en lloc d'accident",0,"Col.lisió fronto-lateral"
"2317","2018S001862    ","Les Corts","Dimecres","Tarda",2.109733,41.393843,"Motocicleta","Home",12,"Passatger","Ferit lleu: Rebutja assistència sanitària",0,"Col.lisió fronto-lateral"
"2318","2018S001863    ","Les Corts","Dimecres","Tarda",2.121079,41.387211,"Motocicleta","Home",45,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Abast"
"2319","2018S001863    ","Les Corts","Dimecres","Tarda",2.121079,41.387211,"Motocicleta","Dona",46,"Passatger","Ferit lleu: Hospitalització fins a 24h",0,"Abast"
"2320","2018S001864    ","Les Corts","Dimecres","Tarda",2.107156,41.388186,"Altres","Home",28,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Abast"
"2321","2018S001864    ","Les Corts","Dimecres","Tarda",2.107156,41.388186,"Altres","Home",28,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Altres"
"2322","2018S001865    ","Horta-Guinardó","Dimecres","Tarda",2.146402,41.434374,"Motocicleta","Home",45,"Conductor","Ferit lleu: Amb assistència sanitària en lloc d'accident",0,"Col.lisió lateral"
"2323","2018S001866    ","Horta-Guinardó","Dimecres","Tarda",2.150652,41.421889,"Motocicleta","Home",38,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Col.lisió fronto-lateral"
"2324","2018S001867    ","Ciutat Vella","Dimecres","Tarda",2.170739,41.375109,"Autobús","Dona",36,"Passatger","Ferit lleu: Hospitalització fins a 24h",0,"Caiguda interior vehicle"
"2325","2018S001868    ","Eixample","Dimecres","Tarda",2.173171,41.396686,"Motocicleta","Home",39,"Conductor","Ferit lleu: Amb assistència sanitària en lloc d'accident",0,"Caiguda (dues rodes)"
"2326","2018S001868    ","Eixample","Dimecres","Tarda",2.173171,41.396686,"Motocicleta","Home",39,"Conductor","Ferit lleu: Amb assistència sanitària en lloc d'accident",0,"Altres"
"2327","2018S001869    ","Eixample","Dimecres","Tarda",2.158472,41.39074,"Motocicleta","Home",25,"Conductor","Ferit lleu: Amb assistència sanitària en lloc d'accident",0,"Col.lisió lateral"
"2328","2018S001871    ","Eixample","Dimecres","Tarda",2.177555,41.390597,"Bicicleta","Dona",55,"Vianant","Ferit lleu: Hospitalització fins a 24h",0,"Atropellament"
"2329","2018S001872    ","Sant Andreu","Dimecres","Nit",2.19113,41.437669,"Motocicleta","Home",21,"Conductor","Ferit lleu: Amb assistència sanitària en lloc d'accident",0,"Col.lisió fronto-lateral"
"2330","2018S001873    ","Sant Martí","Dimecres","Tarda",2.192754,41.395653,"Motocicleta","Dona",31,"Passatger","Ferit lleu: Hospitalització fins a 24h",0,"Col.lisió fronto-lateral"
"2331","2018S001873    ","Sant Martí","Dimecres","Tarda",2.192754,41.395653,"Motocicleta","Home",35,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Col.lisió fronto-lateral"
"2332","2018S001874    ","Eixample","Dimecres","Nit",2.159702,41.382987,"Motocicleta","Home",40,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Col.lisió fronto-lateral"
"2333","2018S001875    ","Eixample","Dijous","Nit",2.15846,41.383924,"Cotxe","Dona",19,"Passatger","Ferit lleu: Amb assistència sanitària en lloc d'accident",0,"Col.lisió lateral"
"2334","2018S001876    ","Sarrià-Sant Gervasi","Dijous","Matí",2.151916,41.394854,"Motocicleta","Dona",46,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Abast"
"2335","2018S001876    ","Sarrià-Sant Gervasi","Dijous","Matí",2.151916,41.394854,"Motocicleta","Dona",46,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Caiguda (dues rodes)"
"2336","2018S001877    ","Gràcia","Dijous","Matí",2.163866,41.403154,"Motocicleta","Home",42,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Abast"
"2337","2018S001878    ","Nou Barris","Dimecres","Matí",2.187822,41.449285,"Cotxe","Home",37,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Abast"
"2338","2018S001878    ","Nou Barris","Dimecres","Matí",2.187822,41.449285,"Cotxe","Dona",5,"Passatger","Ferit lleu: Hospitalització fins a 24h",0,"Abast"
"2339","2018S001878    ","Nou Barris","Dimecres","Matí",2.187822,41.449285,"Cotxe","Dona",29,"Passatger","Ferit lleu: Hospitalització fins a 24h",0,"Abast"
"2340","2018S001878    ","Nou Barris","Dimecres","Matí",2.187822,41.449285,"Cotxe","Home",10,"Passatger","Ferit lleu: Hospitalització fins a 24h",0,"Abast"
"2341","2018S001879    ","Sants-Montjuïc","Dijous","Matí",2.150413,41.371277,"Motocicleta","Home",54,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Abast"
"2342","2018S001880    ","Eixample","Dijous","Matí",2.15169,41.385639,"Motocicleta","Home",32,"Conductor","Ferit lleu: Amb assistència sanitària en lloc d'accident",0,"Col.lisió lateral"
"2343","2018S001881    ","Gràcia","Dijous","Matí",2.16352,41.407416,"Motocicleta","Home",37,"Conductor","Ferit lleu: Amb assistència sanitària en lloc d'accident",0,"Col.lisió lateral"
"2344","2018S001881    ","Gràcia","Dijous","Matí",2.16352,41.407416,"Motocicleta","Home",37,"Conductor","Ferit lleu: Amb assistència sanitària en lloc d'accident",0,"Atropellament"
"2345","2018S001881    ","Gràcia","Dijous","Matí",2.16352,41.407416,"Motocicleta","Dona",55,"Vianant","Ferit lleu: Amb assistència sanitària en lloc d'accident",0,"Col.lisió lateral"
"2346","2018S001881    ","Gràcia","Dijous","Matí",2.16352,41.407416,"Motocicleta","Dona",55,"Vianant","Ferit lleu: Amb assistència sanitària en lloc d'accident",0,"Atropellament"
"2347","2018S001882    ","Eixample","Dijous","Matí",2.148636,41.390312,"Bicicleta","Home",23,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Col.lisió lateral"
"2348","2018S001883    ","Eixample","Dijous","Matí",2.164096,41.396715,"Motocicleta","Home",42,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Col.lisió fronto-lateral"
"2349","2018S001884    ","Nou Barris","Dijous","Matí",2.164613,41.430966,"Cotxe","Dona",45,"Conductor","Ferit lleu: Amb assistència sanitària en lloc d'accident",0,"Abast"
"2350","2018S001885    ","Sant Andreu","Dijous","Matí",2.180583,41.425229,"Cotxe","Dona",38,"Passatger","Ferit lleu: Amb assistència sanitària en lloc d'accident",0,"Abast"
"2351","2018S001886    ","Sants-Montjuïc","Dijous","Matí",2.148344,41.375404,"Cotxe","Home",61,"Vianant","Ferit lleu: Hospitalització fins a 24h",0,"Atropellament"
"2352","2018S001887    ","Eixample","Dijous","Matí",2.159495,41.396524,"Motocicleta","Home",33,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Abast"
"2353","2018S001888    ","Nou Barris","Dijous","Matí",2.1763,41.446855,"Furgoneta","Dona",59,"Vianant","Ferit lleu: Hospitalització fins a 24h",0,"Altres"
"2354","2018S001888    ","Nou Barris","Dijous","Matí",2.1763,41.446855,"Furgoneta","Dona",59,"Vianant","Ferit lleu: Hospitalització fins a 24h",0,"Atropellament"
"2355","2018S001889    ","Horta-Guinardó","Dijous","Matí",2.163349,41.433801,"Altres","Home",81,"Vianant","Ferit lleu: Hospitalització fins a 24h",0,"Atropellament"
"2356","2018S001890    ","Gràcia","Dijous","Matí",2.169782,41.406071,"Bicicleta","Dona",30,"Conductor","Ferit lleu: Amb assistència sanitària en lloc d'accident",0,"Caiguda (dues rodes)"
"2357","2018S001891    ","Sants-Montjuïc","Dijous","Matí",2.146476,41.372701,"Cotxe","Dona",89,"Vianant","Ferit lleu: Hospitalització fins a 24h",0,"Altres"
"2358","2018S001892    ","Ciutat Vella","Dijous","Matí",2.170424,41.378186,"Bicicleta","Home",46,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Col.lisió fronto-lateral"
"2359","2018S001893    ","Eixample","Dijous","Matí",2.15998,41.393601,"Motocicleta","Home",53,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Col.lisió fronto-lateral"
"2360","2018S001894    ","Gràcia","Dijous","Tarda",2.143472,41.412445,"Motocicleta","Dona",25,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Abast"
"2361","2018S001894    ","Gràcia","Dijous","Tarda",2.143472,41.412445,"Altres","Home",54,"Conductor","Ferit lleu: Amb assistència sanitària en lloc d'accident",0,"Abast"
"2362","2018S001895    ","Horta-Guinardó","Dijous","Tarda",2.145116,41.425702,"Motocicleta","Home",38,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Col.lisió fronto-lateral"
"2363","2018S001896    ","Gràcia","Dijous","Tarda",2.168632,41.406932,"Motocicleta","Dona",39,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Col.lisió fronto-lateral"
"2364","2018S001896    ","Gràcia","Dijous","Tarda",2.168632,41.406932,"Motocicleta","Home",41,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Col.lisió fronto-lateral"
