"","Exp","Dist","Dia","Turno","Long","Lat","TipVeh","Sexo","Edad","TipPer","Vict","gravedad","TipAcc"
"6651","2018S005268    ","Eixample","Diumenge","Tarda",2.153943,41.39247,"Motocicleta","Dona",41,"Conductor","Ferit greu: hospitalització superior a 24h",1,"Col.lisió fronto-lateral"
"6706","2018S005312    ","Eixample","Dilluns","Tarda",2.155093,41.389883,"Motocicleta","Dona",56,"Conductor","Ferit greu: hospitalització superior a 24h",1,"Col.lisió fronto-lateral"
"6769","2018S005365    ","Eixample","Dimecres","Tarda",2.181123,41.404366,"Motocicleta","Home",35,"Conductor","Ferit greu: hospitalització superior a 24h",1,"Col.lisió fronto-lateral"
"6775","2018S005368    ","Sarrià-Sant Gervasi","Dimecres","Tarda",2.133931,41.414472,"Motocicleta","Dona",55,"Conductor","Ferit greu: hospitalització superior a 24h",1,"Abast"
"6809","2018S005397    ","Eixample","Dijous","Tarda",2.182242,41.4069,"Motocicleta","Home",29,"Vianant","Ferit greu: hospitalització superior a 24h",1,"Atropellament"
"6887","2018S005449    ","Sarrià-Sant Gervasi","Dissabte","Matí",2.147154,41.401466,"Autobús","Dona",87,"Passatger","Ferit greu: hospitalització superior a 24h",1,"Caiguda interior vehicle"
"6898","2018S005460    ","Sants-Montjuïc","Diumenge","Nit",2.167733,41.374962,"Cotxe","Home",48,"Vianant","Ferit greu: hospitalització superior a 24h",1,"Atropellament"
"6929","2018S005482    ","Sant Martí","Diumenge","Nit",2.19819,41.411891,"Motocicleta","Home",38,"Conductor","Ferit greu: hospitalització superior a 24h",1,"Col.lisió fronto-lateral"
"6931","2018S005482    ","Sant Martí","Diumenge","Nit",2.19819,41.411891,"Motocicleta","Dona",35,"Passatger","Ferit greu: hospitalització superior a 24h",1,"Col.lisió fronto-lateral"
"6939","2018S005488    ","Eixample","Dissabte","Tarda",2.167249,41.398705,"Autobús","Dona",89,"Passatger","Ferit greu: hospitalització superior a 24h",1,"Caiguda interior vehicle"
"7016","2018S005552    ","Sarrià-Sant Gervasi","Dimarts","Nit",2.131848,41.393461,"Motocicleta","Home",28,"Conductor","Ferit greu: hospitalització superior a 24h",1,"Abast"
"7066","2018S005597    ","Sant Martí","Dijous","Tarda",2.201731,41.409239,"Motocicleta","Home",38,"Conductor","Ferit greu: hospitalització superior a 24h",1,"Col.lisió fronto-lateral"
"7069","2018S005600    ","Sants-Montjuïc","Dijous","Tarda",2.144047,41.378384,"Motocicleta","Home",34,"Conductor","Ferit greu: hospitalització superior a 24h",1,"Col.lisió fronto-lateral"
"7120","2018S005631    ","Sant Martí","Divendres","Matí",2.190955,41.406769,"Motocicleta","Dona",56,"Conductor","Ferit greu: hospitalització superior a 24h",1,"Abast"
"7136","2018S005647    ","Horta-Guinardó","Divendres","Nit",2.161544,41.439925,"Bicicleta","Home",45,"Conductor","Ferit greu: hospitalització superior a 24h",1,"Col.lisió fronto-lateral"
"7137","2018S005648    ","Eixample","Dissabte","Nit",2.18517,41.396448,"Motocicleta","Home",21,"Conductor","Ferit greu: hospitalització superior a 24h",1,"Col.lisió fronto-lateral"
"7138","2018S005648    ","Eixample","Dissabte","Nit",2.18517,41.396448,"Motocicleta","Home",21,"Conductor","Ferit greu: hospitalització superior a 24h",1,"Col.lisió lateral"
"7159","2018S005665    ","Sant Martí","Dissabte","Tarda",2.203644,41.407247,"Motocicleta","Home",54,"Conductor","Ferit greu: hospitalització superior a 24h",1,"Col.lisió lateral"
"7305","2018S005798    ","Sants-Montjuïc","Dijous","Tarda",2.139155,41.367201,"Autobús","Dona",75,"Passatger","Ferit greu: hospitalització superior a 24h",1,"Caiguda interior vehicle"
"7377","2018S005850    ","Sants-Montjuïc","Dissabte","Tarda",2.128749,41.345135,"Motocicleta","Home",32,"Conductor","Ferit greu: hospitalització superior a 24h",1,"Caiguda interior vehicle"
"7505","2018S005959    ","Horta-Guinardó","Dimecres","Tarda",2.180453,41.41579,"Autobús","Dona",70,"Passatger","Ferit greu: hospitalització superior a 24h",1,"Caiguda interior vehicle"
"7512","2018S005965    ","Sant Martí","Dimecres","Nit",2.202379,41.407029,"Motocicleta","Home",22,"Conductor","Ferit greu: hospitalització superior a 24h",1,"Col.lisió fronto-lateral"
"7566","2018S005999    ","Sant Martí","Divendres","Nit",2.209167,41.419897,"Motocicleta","Home",23,"Conductor","Mort (dins 24h posteriors accident)",1,"Xoc"
"7585","2018S006016    ","Eixample","Divendres","Tarda",2.155303,41.377779,"Cotxe","Dona",14,"Vianant","Ferit greu: hospitalització superior a 24h",1,"Atropellament"
"7588","2018S006019    ","Sant Martí","Divendres","Tarda",2.20633,41.416349,"Motocicleta","Home",51,"Conductor","Ferit greu: hospitalització superior a 24h",1,"Altres"
"7663","2018S006075    ","Eixample","Dilluns","Tarda",2.167507,41.39244,"Motocicleta","Home",52,"Conductor","Ferit greu: hospitalització superior a 24h",1,"Caiguda interior vehicle"
"7671","2018S006081    ","Sant Martí","Dilluns","Tarda",2.191494,41.394708,"Bicicleta","Home",35,"Conductor","Ferit greu: hospitalització superior a 24h",1,"Col.lisió fronto-lateral"
"7776","2018S006166    ","Sant Andreu","Divendres","Matí",2.186818,41.443914,"Motocicleta","Home",26,"Conductor","Ferit greu: hospitalització superior a 24h",1,"Abast"
"7804","2018S006184    ","Horta-Guinardó","Divendres","Tarda",2.163349,41.433801,"Cotxe","Dona",39,"Vianant","Mort (dins 24h posteriors accident)",1,"Atropellament"
"7810","2018S006187    ","Sant Martí","Divendres","Tarda",2.194878,41.392157,"Motocicleta","Home",53,"Conductor","Ferit greu: hospitalització superior a 24h",1,"Col.lisió fronto-lateral"
"7816","2018S006191    ","Eixample","Dissabte","Matí",2.159597,41.38819,"Motocicleta","Home",50,"Conductor","Ferit greu: hospitalització superior a 24h",1,"Abast"
"7817","2018S006191    ","Eixample","Dissabte","Matí",2.159597,41.38819,"Motocicleta","Dona",50,"Passatger","Ferit greu: hospitalització superior a 24h",1,"Abast"
"7872","2018S006229    ","Eixample","Dilluns","Matí",2.155059,41.384771,"Motocicleta","Home",33,"Conductor","Ferit greu: hospitalització superior a 24h",1,"Xoc"
"7884","2018S006239    ","Ciutat Vella","Dilluns","Tarda",2.172713,41.374802,"Motocicleta","Home",55,"Conductor","Ferit greu: hospitalització superior a 24h",1,"Col.lisió lateral"
"7887","2018S006242    ","Horta-Guinardó","Dilluns","Tarda",2.171022,41.408714,"Motocicleta","Home",48,"Conductor","Ferit greu: hospitalització superior a 24h",1,"Col.lisió fronto-lateral"
"7974","2018S006303    ","Sant Martí","Dijous","Tarda",2.188682,41.403765,"Motocicleta","Home",37,"Conductor","Ferit greu: hospitalització superior a 24h",1,"Col.lisió fronto-lateral"
"7984","2018S006309    ","Ciutat Vella","Divendres","Nit",2.18133,41.391254,"Bicicleta","Home",50,"Vianant","Ferit greu: hospitalització superior a 24h",1,"Atropellament"
"7986","2018S006311    ","Sants-Montjuïc","Divendres","Nit",2.146167,41.372857,"Motocicleta","Home",25,"Conductor","Ferit greu: hospitalització superior a 24h",1,"Col.lisió lateral"
"8044","2018S006354    ","Ciutat Vella","Diumenge","Tarda",2.186852,41.382041,"Motocicleta","Home",33,"Conductor","Ferit greu: hospitalització superior a 24h",1,"Atropellament"
"8101","2018S006396    ","Eixample","Dimarts","Tarda",2.161465,41.397016,"Cotxe","Dona",30,"Vianant","Mort (dins 24h posteriors accident)",1,"Atropellament"
"8104","2018S006399    ","Sarrià-Sant Gervasi","Dimarts","Tarda",2.131868,41.395974,"Motocicleta","Home",18,"Conductor","Ferit greu: hospitalització superior a 24h",1,"Col.lisió fronto-lateral"
"8105","2018S006399    ","Sarrià-Sant Gervasi","Dimarts","Tarda",2.131868,41.395974,"Motocicleta","Dona",19,"Passatger","Ferit greu: hospitalització superior a 24h",1,"Col.lisió fronto-lateral"
"8114","2018S006405    ","Eixample","Dimecres","Matí",2.181123,41.404366,"Motocicleta","Home",56,"Conductor","Ferit greu: hospitalització superior a 24h",1,"Caiguda (dues rodes)"
"8115","2018S006405    ","Eixample","Dimecres","Matí",2.181123,41.404366,"Motocicleta","Home",56,"Conductor","Ferit greu: hospitalització superior a 24h",1,"Col.lisió fronto-lateral"
"8123","2018S006409    ","Eixample","Dimecres","Tarda",2.16041,41.383842,"Motocicleta","Home",43,"Conductor","Ferit greu: hospitalització superior a 24h",1,"Abast"
"8129","2018S006414    ","Les Corts","Dimecres","Tarda",2.121412,41.377961,"Motocicleta","Home",50,"Conductor","Ferit greu: hospitalització superior a 24h",1,"Col.lisió lateral"
"8180","2018S006454    ","Eixample","Divendres","Tarda",2.178932,41.397435,"Motocicleta","Home",57,"Conductor","Ferit greu: hospitalització superior a 24h",1,"Atropellament"
"8199","2018S006466    ","Sants-Montjuïc","Dissabte","Matí",2.149319,41.369641,"Motocicleta","Home",36,"Conductor","Ferit greu: hospitalització superior a 24h",1,"Caiguda (dues rodes)"
"8200","2018S006466    ","Sants-Montjuïc","Dissabte","Matí",2.149319,41.369641,"Motocicleta","Home",36,"Conductor","Ferit greu: hospitalització superior a 24h",1,"Xoc"
"8256","2018S006494    ","Ciutat Vella","Dilluns","Nit",2.177594,41.373868,"Motocicleta","Home",41,"Conductor","Mort (dins 24h posteriors accident)",1,"Caiguda (dues rodes)"
"8257","2018S006494    ","Ciutat Vella","Dilluns","Nit",2.177594,41.373868,"Motocicleta","Home",41,"Conductor","Mort (dins 24h posteriors accident)",1,"Xoc"
"8272","2018S006511    ","Ciutat Vella","Dilluns","Tarda",2.183229,41.387553,"Cotxe","Dona",29,"Vianant","Ferit greu: hospitalització superior a 24h",1,"Atropellament"
"8284","2018S006522    ","Ciutat Vella","Dimarts","Matí",2.167562,41.379583,"Bicicleta","Home",88,"Vianant","Ferit greu: hospitalització superior a 24h",1,"Atropellament"
"8289","2018S006526    ","Sant Andreu","Dimarts","Matí",2.191928,41.430209,"Motocicleta","Dona",77,"Vianant","Ferit greu: hospitalització superior a 24h",1,"Abast"
"8317","2018S006547    ","Sant Andreu","Dimecres","Nit",2.190521,41.446929,"Motocicleta","Home",36,"Conductor","Mort (dins 24h posteriors accident)",1,"Col.lisió fronto-lateral"
"8336","2018S006564    ","Eixample","Dimecres","Tarda",2.151362,41.377124,"Motocicleta","Home",28,"Conductor","Ferit greu: hospitalització superior a 24h",1,"Col.lisió fronto-lateral"
"8353","2018S006572    ","Sant Andreu","Dijous","Matí",2.198606,41.446916,"Motocicleta","Home",31,"Conductor","Ferit greu: hospitalització superior a 24h",1,"Col.lisió fronto-lateral"
"8603","2018S006780    ","Sant Andreu","Divendres","Tarda",2.184996,41.427919,"Motocicleta","Home",54,"Conductor","Ferit greu: hospitalització superior a 24h",1,"Caiguda interior vehicle"
"8604","2018S006780    ","Sant Andreu","Divendres","Tarda",2.184996,41.427919,"Motocicleta","Home",54,"Conductor","Ferit greu: hospitalització superior a 24h",1,"Caiguda (dues rodes)"
"8621","2018S006792    ","Eixample","Dissabte","Tarda",2.170642,41.399067,"Bicicleta","Dona",32,"Conductor","Ferit greu: hospitalització superior a 24h",1,"Col.lisió fronto-lateral"
"8635","2018S006804    ","Horta-Guinardó","Diumenge","Tarda",2.163014,41.433189,"Motocicleta","Dona",35,"Conductor","Ferit greu: hospitalització superior a 24h",1,"Col.lisió fronto-lateral"
"8643","2018S006811    ","Horta-Guinardó","Dilluns","Matí",2.128427,41.424546,"Motocicleta","Home",28,"Conductor","Ferit greu: hospitalització superior a 24h",1,"Caiguda (dues rodes)"
"8644","2018S006811    ","Horta-Guinardó","Dilluns","Matí",2.128427,41.424546,"Motocicleta","Home",28,"Conductor","Ferit greu: hospitalització superior a 24h",1,"Xoc"
"8645","2018S006811    ","Horta-Guinardó","Dilluns","Matí",2.128427,41.424546,"Motocicleta","Home",28,"Conductor","Ferit greu: hospitalització superior a 24h",1,"Caiguda interior vehicle"
"8767","2018S006910    ","Sants-Montjuïc","Dijous","Tarda",2.132166,41.371355,"Motocicleta","Home",38,"Conductor","Ferit greu: hospitalització superior a 24h",1,"Abast"
"8810","2018S006952    ","Nou Barris","Dissabte","Tarda",2.188254,41.450324,"Motocicleta","Home",59,"Conductor","Mort (dins 24h posteriors accident)",1,"Abast"
"8817","2018S006956    ","Sant Martí","Diumenge","Nit",2.193897,41.408474,"Motocicleta","Home",56,"Conductor","Mort (dins 24h posteriors accident)",1,"Xoc"
"8953","2018S007068    ","Eixample","Divendres","Matí",2.155061,41.381374,"Motocicleta","Dona",50,"Conductor","Ferit greu: hospitalització superior a 24h",1,"Col.lisió lateral"
"8990","2018S007094    ","Sants-Montjuïc","Dijous","Nit",2.131682,41.323944,"Motocicleta","Home",45,"Conductor","Ferit greu: hospitalització superior a 24h",1,"Col.lisió fronto-lateral"
"9024","2018S007122    ","Sarrià-Sant Gervasi","Divendres","Tarda",2.112507,41.407225,"Motocicleta","Home",17,"Conductor","Ferit greu: hospitalització superior a 24h",1,"Col.lisió frontal"
"9043","2018S007133    ","Sant Martí","Divendres","Tarda",2.198352,41.40669,"Bicicleta","Home",24,"Conductor","Ferit greu: hospitalització superior a 24h",1,"Col.lisió fronto-lateral"
"9044","2018S007133    ","Sant Martí","Divendres","Tarda",2.198352,41.40669,"Bicicleta","Home",24,"Conductor","Ferit greu: hospitalització superior a 24h",1,"Col.lisió lateral"
"9077","2018S007157    ","Nou Barris","Diumenge","Matí",2.177497,41.431927,"Motocicleta","Home",21,"Conductor","Ferit greu: hospitalització superior a 24h",1,"Abast"
"9079","2018S007159    ","Les Corts","Diumenge","Matí",2.128101,41.382378,"Autobús","Dona",85,"Vianant","Ferit greu: hospitalització superior a 24h",1,"Atropellament"
"9200","2018S007253    ","Sant Martí","Dijous","Nit",2.179148,41.409672,"Motocicleta","Home",67,"Conductor","Ferit greu: hospitalització superior a 24h",1,"Xoc"
"9339","2018S007361    ","Sants-Montjuïc","Diumenge","Tarda",2.13485,41.365229,"Cotxe","Home",38,"Conductor","Mort (dins 24h posteriors accident)",1,"Xoc"
"9351","2018S007367    ","Sant Martí","Dilluns","Matí",2.198352,41.40669,"Motocicleta","Home",28,"Conductor","Ferit greu: hospitalització superior a 24h",1,"Col.lisió fronto-lateral"
"9487","2018S007464    ","Sarrià-Sant Gervasi","Dimecres","Tarda",2.143837,41.397196,"Motocicleta","Home",20,"Conductor","Ferit greu: hospitalització superior a 24h",1,"Col.lisió fronto-lateral"
"9562","2018S007528    ","Sants-Montjuïc","Divendres","Matí",2.146203,41.377309,"Autobús","Dona",35,"Vianant","Ferit greu: hospitalització superior a 24h",1,"Atropellament"
"9635","2018S007577    ","Eixample","Dissabte","Tarda",2.177161,41.40036,"Motocicleta","Dona",33,"Conductor","Ferit greu: hospitalització superior a 24h",1,"Col.lisió lateral"
"9668","2018S007604    ","Nou Barris","Diumenge","Nit",2.172763,41.460595,"Motocicleta","Home",25,"Conductor","Ferit greu: hospitalització superior a 24h",1,"Caiguda interior vehicle"
"9743","2018S007669    ","Sant Martí","Dimarts","Tarda",2.20469,41.412124,"Bicicleta","Dona",48,"Conductor","Ferit greu: hospitalització superior a 24h",1,"Col.lisió fronto-lateral"
"9751","2018S007678    ","Sarrià-Sant Gervasi","Dissabte","Tarda",2.135318,41.412806,"Bicicleta","Home",35,"Conductor","Ferit greu: hospitalització superior a 24h",1,"Caiguda (dues rodes)"
"9752","2018S007678    ","Sarrià-Sant Gervasi","Dissabte","Tarda",2.135318,41.412806,"Bicicleta","Home",35,"Conductor","Ferit greu: hospitalització superior a 24h",1,"Caiguda interior vehicle"
"9774","2018S007696    ","Eixample","Dimarts","Matí",2.17556,41.405277,"Motocicleta","Home",76,"Vianant","Ferit greu: hospitalització superior a 24h",1,"Atropellament"
"9810","2018S007724    ","Eixample","Dijous","Matí",2.169789,41.400976,"Motocicleta","Home",34,"Conductor","Ferit greu: hospitalització superior a 24h",1,"Col.lisió fronto-lateral"
"9938","2018S007833    ","Sant Andreu","Dilluns","Tarda",2.184981,41.41829,"Cotxe","Home",41,"Vianant","Ferit greu: hospitalització superior a 24h",1,"Atropellament"
"9959","2018S007851    ","Eixample","Dimarts","Matí",2.171022,41.408714,"Furgoneta","Dona",70,"Vianant","Ferit greu: hospitalització superior a 24h",1,"Atropellament"
"9990","2018S007878    ","Eixample","Dimecres","Matí",2.150552,41.391607,"Cotxe","Home",84,"Vianant","Mort (dins 24h posteriors accident)",1,"Atropellament"
"10003","2018S007890    ","Sarrià-Sant Gervasi","Dimecres","Tarda",2.136065,41.411288,"Motocicleta","Dona",52,"Conductor","Ferit greu: hospitalització superior a 24h",1,"Atropellament"
"10131","2018S007982    ","Eixample","Dissabte","Tarda",2.150548,41.389906,"Autobús","Home",85,"Vianant","Mort (dins 24h posteriors accident)",1,"Atropellament"
"10246","2018S008070    ","Horta-Guinardó","Dimarts","Tarda",2.15785,41.439131,"Motocicleta","Home",60,"Conductor","Ferit greu: hospitalització superior a 24h",1,"Abast"
"10593","2018S008373    ","Sant Andreu","Dijous","Tarda",2.20727,41.435075,"Motocicleta","Home",47,"Conductor","Ferit greu: hospitalització superior a 24h",1,"Xoc"
"10600","2018S008376    ","Eixample","Dijous","Tarda",2.174419,41.406144,"Motocicleta","Home",19,"Conductor","Ferit greu: hospitalització superior a 24h",1,"Col.lisió fronto-lateral"
"10601","2018S008376    ","Eixample","Dijous","Tarda",2.174419,41.406144,"Motocicleta","Home",19,"Conductor","Ferit greu: hospitalització superior a 24h",1,"Xoc"
"10602","2018S008376    ","Eixample","Dijous","Tarda",2.174419,41.406144,"Motocicleta","Home",19,"Conductor","Ferit greu: hospitalització superior a 24h",1,"Abast"
"10603","2018S008376    ","Eixample","Dijous","Tarda",2.174419,41.406144,"Motocicleta","Home",35,"Conductor","Ferit greu: hospitalització superior a 24h",1,"Col.lisió fronto-lateral"
"10604","2018S008376    ","Eixample","Dijous","Tarda",2.174419,41.406144,"Motocicleta","Home",35,"Conductor","Ferit greu: hospitalització superior a 24h",1,"Xoc"
"10605","2018S008376    ","Eixample","Dijous","Tarda",2.174419,41.406144,"Motocicleta","Home",35,"Conductor","Ferit greu: hospitalització superior a 24h",1,"Abast"
"10653","2018S008415    ","Eixample","Divendres","Matí",2.181199,41.399111,"Motocicleta","Dona",26,"Conductor","Ferit greu: hospitalització superior a 24h",1,"Abast"
"10654","2018S008415    ","Eixample","Divendres","Matí",2.181199,41.399111,"Motocicleta","Dona",26,"Conductor","Ferit greu: hospitalització superior a 24h",1,"Col.lisió fronto-lateral"
"10660","2018S008419    ","Horta-Guinardó","Divendres","Nit",2.144509,41.430313,"Cotxe","Dona",31,"Vianant","Ferit greu: hospitalització superior a 24h",1,"Atropellament"
"10813","2018S008535    ","Sants-Montjuïc","Dimecres","Tarda",2.173217,41.374767,"Cotxe","Home",49,"Vianant","Ferit greu: hospitalització superior a 24h",1,"Atropellament"
"10852","2018S008567    ","Ciutat Vella","Dijous","Tarda",2.174312,41.387758,"Motocicleta","Home",81,"Vianant","Ferit greu: hospitalització superior a 24h",1,"Atropellament"
"10854","2018S008569    ","Eixample","Dijous","Nit",2.177825,41.403574,"Motocicleta","Home",29,"Conductor","Ferit greu: hospitalització superior a 24h",1,"Col.lisió lateral"
"10876","2018S008580    ","Sarrià-Sant Gervasi","Divendres","Matí",2.147189,41.39448,"Cotxe","Dona",8,"Vianant","Ferit greu: hospitalització superior a 24h",1,"Atropellament"
"10877","2018S008580    ","Sarrià-Sant Gervasi","Divendres","Matí",2.147189,41.39448,"Cotxe","Dona",8,"Vianant","Ferit greu: hospitalització superior a 24h",1,"Xoc"
"11010","2018S008680    ","Sant Martí","Dimarts","Matí",2.197259,41.393964,"Bicicleta","Dona",22,"Conductor","Ferit greu: hospitalització superior a 24h",1,"Col.lisió fronto-lateral"
"11015","2018S008684    ","Les Corts","Dimarts","Tarda",2.123275,41.387282,"Motocicleta","Home",35,"Conductor","Ferit greu: hospitalització superior a 24h",1,"Abast"
"11108","2018S008759    ","Ciutat Vella","Divendres","Matí",2.193746,41.386113,"Motocicleta","Home",33,"Conductor","Ferit greu: hospitalització superior a 24h",1,"Abast"
"11137","2018S008788    ","Eixample","Divendres","Tarda",2.168649,41.398399,"Motocicleta","Home",34,"Passatger","Ferit greu: hospitalització superior a 24h",1,"Col.lisió fronto-lateral"
"11138","2018S008788    ","Eixample","Divendres","Tarda",2.168649,41.398399,"Motocicleta","Dona",32,"Conductor","Ferit greu: hospitalització superior a 24h",1,"Col.lisió fronto-lateral"
"11215","2018S008848    ","Eixample","Dimarts","Matí",2.157555,41.377781,"Bicicleta","Home",37,"Conductor","Ferit greu: hospitalització superior a 24h",1,"Col.lisió fronto-lateral"
"11228","2018S008860    ","Nou Barris","Dimarts","Tarda",2.186818,41.443914,"Autobús","Home",16,"Vianant","Ferit greu: hospitalització superior a 24h",1,"Atropellament"
"11255","2018S008881    ","Eixample","Dimarts","Nit",2.148281,41.379678,"Motocicleta","Home",40,"Conductor","Ferit greu: hospitalització superior a 24h",1,"Caiguda (dues rodes)"
"11256","2018S008881    ","Eixample","Dimarts","Nit",2.148281,41.379678,"Motocicleta","Home",40,"Conductor","Ferit greu: hospitalització superior a 24h",1,"Col.lisió lateral"
"11311","2018S008930    ","Horta-Guinardó","Dijous","Matí",2.152762,41.432233,"Motocicleta","Home",44,"Conductor","Ferit greu: hospitalització superior a 24h",1,"Caiguda interior vehicle"
"11344","2018S008954    ","Sarrià-Sant Gervasi","Divendres","Matí",2.133269,41.394528,"Furgoneta","Dona",73,"Vianant","Ferit greu: hospitalització superior a 24h",1,"Atropellament"
"11360","2018S008969    ","Sarrià-Sant Gervasi","Divendres","Tarda",2.122133,41.407094,"Motocicleta","Home",50,"Conductor","Mort (dins 24h posteriors accident)",1,"Caiguda (dues rodes)"
"11361","2018S008969    ","Sarrià-Sant Gervasi","Divendres","Tarda",2.122133,41.407094,"Motocicleta","Home",50,"Conductor","Mort (dins 24h posteriors accident)",1,"Atropellament"
"11404","2018S009004    ","Sant Martí","Dissabte","Nit",2.197063,41.411044,"Motocicleta","Home",27,"Conductor","Ferit greu: hospitalització superior a 24h",1,"Col.lisió fronto-lateral"
"11431","2018S009024    ","Eixample","Diumenge","Tarda",2.147145,41.37883,"Motocicleta","Home",59,"Conductor","Ferit greu: hospitalització superior a 24h",1,"Col.lisió lateral"
"11432","2018S009024    ","Eixample","Diumenge","Tarda",2.147145,41.37883,"Motocicleta","Home",59,"Conductor","Ferit greu: hospitalització superior a 24h",1,"Xoc"
"11472","2018S009056    ","Sant Andreu","Dilluns","Tarda",2.19108,41.419591,"Motocicleta","Home",42,"Conductor","Ferit greu: hospitalització superior a 24h",1,"Caiguda (dues rodes)"
"11473","2018S009056    ","Sant Andreu","Dilluns","Tarda",2.19108,41.419591,"Motocicleta","Home",42,"Conductor","Ferit greu: hospitalització superior a 24h",1,"Caiguda interior vehicle"
"11478","2018S009059    ","Sant Martí","Dimarts","Matí",2.206224,41.416095,"Motocicleta","Dona",29,"Conductor","Ferit greu: hospitalització superior a 24h",1,"Col.lisió frontal"
"11481","2018S009061    ","Sant Martí","Dimarts","Matí",2.198352,41.40669,"Motocicleta","Home",40,"Conductor","Ferit greu: hospitalització superior a 24h",1,"Col.lisió lateral"
"11495","2018S009074    ","Horta-Guinardó","Dimarts","Tarda",2.120763,41.422306,"Motocicleta","Home",24,"Conductor","Ferit greu: hospitalització superior a 24h",1,"Col.lisió frontal"
"11496","2018S009074    ","Horta-Guinardó","Dimarts","Tarda",2.120763,41.422306,"Motocicleta","Home",24,"Conductor","Ferit greu: hospitalització superior a 24h",1,"Caiguda (dues rodes)"
"11497","2018S009074    ","Horta-Guinardó","Dimarts","Tarda",2.120763,41.422306,"Motocicleta","Dona",23,"Passatger","Ferit greu: hospitalització superior a 24h",1,"Col.lisió frontal"
"11498","2018S009074    ","Horta-Guinardó","Dimarts","Tarda",2.120763,41.422306,"Motocicleta","Dona",23,"Passatger","Ferit greu: hospitalització superior a 24h",1,"Caiguda (dues rodes)"
"11606","2018S009170    ","Sants-Montjuïc","Dissabte","Nit",2.159933,41.355195,"Altres","Home",40,"Vianant","Mort (dins 24h posteriors accident)",1,"Atropellament"
"11651","2018S009199    ","Eixample","Dissabte","Tarda",2.157337,41.386477,"Motocicleta","Home",25,"Conductor","Ferit greu: hospitalització superior a 24h",1,"Col.lisió lateral"
"11660","2018S009209    ","Sant Martí","Dissabte","Tarda",2.202878,41.408369,"Bicicleta","Home",19,"Conductor","Ferit greu: hospitalització superior a 24h",1,"Col.lisió fronto-lateral"
"11699","2018S009238    ","Eixample","Dilluns","Tarda",2.155733,41.389267,"Motocicleta","Home",30,"Conductor","Ferit greu: hospitalització superior a 24h",1,"Abast"
"12062","2018S009522    ","Sant Andreu","Dijous","Tarda",2.181926,41.424195,"Motocicleta","Home",42,"Conductor","Ferit greu: hospitalització superior a 24h",1,"Col.lisió frontal"
"12135","2018S009573    ","Eixample","Divendres","Tarda",2.183703,41.399102,"Motocicleta","Home",38,"Conductor","Ferit greu: hospitalització superior a 24h",1,"Col.lisió fronto-lateral"
"12179","2018S009596    ","Sant Martí","Dissabte","Tarda",2.195536,41.38997,"Motocicleta","Home",45,"Conductor","Ferit greu: hospitalització superior a 24h",1,"Col.lisió fronto-lateral"
"12180","2018S009596    ","Sant Martí","Dissabte","Tarda",2.195536,41.38997,"Motocicleta","Dona",43,"Passatger","Ferit greu: hospitalització superior a 24h",1,"Col.lisió fronto-lateral"
"12197","2018S009613    ","Sarrià-Sant Gervasi","Diumenge","Nit",2.115867,41.402925,"Motocicleta","Home",53,"Conductor","Mort (dins 24h posteriors accident)",1,"Xoc"
"12257","2018S009667    ","Eixample","Dimarts","Matí",2.175441,41.401785,"Cotxe","Home",88,"Vianant","Ferit greu: hospitalització superior a 24h",1,"Atropellament"
"12297","2018S009700    ","Sarrià-Sant Gervasi","Dimecres","Tarda",2.151054,41.397177,"Autobús","Dona",46,"Vianant","Ferit greu: hospitalització superior a 24h",1,"Atropellament"
"12315","2018S009716    ","Eixample","Dimecres","Tarda",2.182242,41.4069,"Motocicleta","Home",42,"Conductor","Ferit greu: hospitalització superior a 24h",1,"Col.lisió fronto-lateral"
"12316","2018S009716    ","Eixample","Dimecres","Tarda",2.182242,41.4069,"Motocicleta","Home",42,"Conductor","Ferit greu: hospitalització superior a 24h",1,"Col.lisió lateral"
"12417","2018S009802    ","Sant Martí","Dissabte","Nit",2.20352,41.398487,"Motocicleta","Dona",32,"Passatger","Ferit greu: hospitalització superior a 24h",1,"Caiguda (dues rodes)"
"12490","2018S009855    ","Eixample","Dimarts","Tarda",2.158465,41.38733,"Motocicleta","Dona",64,"Conductor","Ferit greu: hospitalització superior a 24h",1,"Col.lisió lateral"
"35521","2018S002833    ","Les Corts","Divendres","Tarda",2.123139,41.388801,"Motocicleta","Home",40,"Conductor","Ferit greu: hospitalització superior a 24h",1,"Caiguda interior vehicle"
"9735","2018S007659    ","Sarrià-Sant Gervasi","Dimarts","Matí",2.131154,41.39551,"Motocicleta","Home",42,"Conductor","Ferit lleu: Amb assistència sanitària en lloc d'accident",0,"Caiguda (dues rodes)"
"5051","2018S004008    ","Sarrià-Sant Gervasi","Dijous","Matí",2.127958,41.40002,"Cotxe","Home",43,"Vianant","Ferit lleu: Amb assistència sanitària en lloc d'accident",0,"Atropellament"
"10903","2018S008602    ","Eixample","Dissabte","Matí",2.181339,41.393924,"Motocicleta","Dona",29,"Passatger","Ferit lleu: Amb assistència sanitària en lloc d'accident",0,"Col.lisió lateral"
"11612","2018S009176    ","Sants-Montjuïc","Dissabte","Matí",2.142062,41.359607,"Cotxe","Home",61,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Col.lisió fronto-lateral"
